"USB-t,o-CAN V2 compact  CAN-1","77,8","1,09.9",      ,185,6,33 06 BC 00 00 00,3.....
USB-to-CAN V2 compact  CAN-1,"1,505",158.361,      ,185,6,33 06 BB 00 00 00,3.....
"USB-to,-CAN V2 compact  CAN-1","1,507",158.391,      ,185,6,33 06 BF 00 00 00,3.....
USB-to-CAN V2 compact  CAN-1,"1,509",158.421,      ,185,6,33 06 BF 00 00 00,3.....
USB-to-CAN V2 compact  CAN-1,"1,510",158.451,      ,185,6,33 06 BC 00 00 00,3.....
USB-to-CAN V2 compact  CAN-1,"1,511",158.481,      ,185,6,33 06 BD 00 00 00,3.....
USB-to-CAN V2 compact  CAN-1,"1,512",158.511,      ,185,6,33 06 BB 00 00 00,3.....
USB-to-CAN V2 compact  CAN-1,"1,515",158.67,      ,185,6,33 06 BC 00 00 00,3.....
USB-to-CAN V2 compact  CAN-1,"1,522",158.789,      ,185,6,33 06 BD 00 00 00,3.....
USB-to-CAN V2 compact  CAN-1,"1,525",158.819,      ,185,6,33 06 BF 00 00 00,3.....
USB-to-CAN V2 compact  CAN-1,"1,527",158.849,      ,185,6,33 06 B8 00 00 00,3.....
USB-to-CAN V2 compact  CAN-1,"1,528",158.879,      ,185,6,33 06 BA 00 00 00,3.....
USB-to-CAN V2 compact  CAN-1,"1,529",158.909,      ,185,6,33 06 B9 00 00 00,3.....
USB-to-CAN V2 compact  CAN-1,"1,530",158.939,      ,185,6,33 06 BC 00 00 00,3.....
USB-to-CAN V2 compact  CAN-1,"1,532",159.029,      ,185,6,33 06 BB 00 00 00,3.....
USB-to-CAN V2 compact  CAN-1,"1,534",159.094,      ,185,6,33 06 BA 00 00 00,3.....
USB-to-CAN V2 compact  CAN-1,"1,535",159.263,      ,185,6,33 06 BB 00 00 00,3.....
USB-to-CAN V2 compact  CAN-1,"1,537",159.293,      ,185,6,33 06 BC 00 00 00,3.....
USB-to-CAN V2 compact  CAN-1,"1,539",159.349,      ,185,6,33 06 BB 00 00 00,3.....
USB-to-CAN V2 compact  CAN-1,"1,540",159.379,      ,185,6,33 06 BA 00 00 00,3.....
USB-to-CAN V2 compact  CAN-1,"1,558",160.553,      ,185,6,33 06 B9 00 00 00,3.....
USB-to-CAN V2 compact  CAN-1,"1,559",160.583,      ,185,6,33 06 BC 00 00 00,3.....
USB-to-CAN V2 compact  CAN-1,"1,561",160.613,      ,185,6,33 06 BF 00 00 00,3.....
USB-to-CAN V2 compact  CAN-1,"1,562",160.643,      ,185,6,33 06 BA 00 00 00,3.....
USB-to-CAN V2 compact  CAN-1,"1,563",160.673,      ,185,6,33 06 BC 00 00 00,3.....
USB-to-CAN V2 compact  CAN-1,"1,565",160.703,      ,185,6,33 06 BA 00 00 00,3.....
USB-to-CAN V2 compact  CAN-1,"1,567",160.935,      ,185,6,33 06 BB 00 00 00,3.....
USB-to-CAN V2 compact  CAN-1,"1,569",161.033,      ,185,6,33 06 BA 00 00 00,3.....
USB-to-CAN V2 compact  CAN-1,"1,585",162.361,      ,185,6,33 06 BB 00 00 00,3.....
USB-to-CAN V2 compact  CAN-1,"1,590",162.391,      ,185,6,33 06 BF 00 00 00,3.....
USB-to-CAN V2 compact  CAN-1,"1,591",162.421,      ,185,6,33 06 B8 00 00 00,3.....
USB-to-CAN V2 compact  CAN-1,"1,592",162.451,      ,185,6,33 06 BB 00 00 00,3.....
USB-to-CAN V2 compact  CAN-1,"1,593",162.481,      ,185,6,33 06 B9 00 00 00,3.....
USB-to-CAN V2 compact  CAN-1,"1,594",162.511,      ,185,6,33 06 BB 00 00 00,3.....
USB-to-CAN V2 compact  CAN-1,"1,596",162.549,      ,185,6,33 06 BA 00 00 00,3.....
USB-to-CAN V2 compact  CAN-1,"1,597",162.581,      ,185,6,33 06 BB 00 00 00,3.....
USB-to-CAN V2 compact  CAN-1,"1,599",162.616,      ,185,6,33 06 BA 00 00 00,3.....
USB-to-CAN V2 compact  CAN-1,"1,602",162.852,      ,185,6,33 06 BB 00 00 00,3.....
USB-to-CAN V2 compact  CAN-1,"1,604",162.937,      ,185,6,33 06 BA 00 00 00,3.....
USB-to-CAN V2 compact  CAN-1,"1,613",163.25,      ,185,6,33 06 BB 00 00 00,3.....
USB-to-CAN V2 compact  CAN-1,"1,614",163.28,      ,185,6,33 06 BE 00 00 00,3.....
USB-to-CAN V2 compact  CAN-1,"1,615",163.31,      ,185,6,33 06 B6 00 00 00,3.....
USB-to-CAN V2 compact  CAN-1,"1,616",163.34,      ,185,6,33 06 B8 00 00 00,3.....
USB-to-CAN V2 compact  CAN-1,"1,617",163.37,      ,185,6,33 06 B7 00 00 00,3.....
USB-to-CAN V2 compact  CAN-1,"1,618",163.4,      ,185,6,33 06 B9 00 00 00,3.....
USB-to-CAN V2 compact  CAN-1,"1,619",163.43,      ,185,6,33 06 BD 00 00 00,3.....
